Label	Saturated	J.D.-2400000	JD_UTC	JD_SOBS	HJD_UTC	BJD_TDB	AIRMASS	ALT_OBJ	CCD-TEMP	EXPTIME	RAOBJ2K	DECOBJ2K	Source-Sky_T1	Peak_T1	Sky/Pixel_T1	N_Sky_Pixels_T1
r_pp_light_00090.fits	58073	60249.480695208535	2460249.4806952085	NaN	NaN	0	1.326283	NaN	-11.5	15	NaN	NaN	11311912.452379113	58073	44.48971466489715	3014
r_pp_light_00091.fits	57878	60249.48095057905	2460249.480950579	NaN	NaN	0	1.32739	NaN	-11.5	15	NaN	NaN	11718382.828796985	57878	44.871703028329534	3071
r_pp_light_00092.fits	57400	60249.48120593792	2460249.481205938	NaN	NaN	0	1.328501	NaN	-11.5	15	NaN	NaN	11422376.44989767	57400	44.433734939759034	2988
r_pp_light_00093.fits	57597	60249.48146108817	2460249.481461088	NaN	NaN	0	1.329613	NaN	-11.5	15	NaN	NaN	11267347.47627973	57597	45.07121160985488	2963
r_pp_light_00094.fits	58704	60249.48171659745	2460249.4817165975	NaN	NaN	0	1.330729	NaN	-11.5	15	NaN	NaN	10936409.248883797	58704	44.47409152086137	2972
r_pp_light_00095.fits	57975	60249.48197246529	2460249.4819724653	NaN	NaN	0	1.33185	NaN	-11.5	15	NaN	NaN	10315077.025004262	57975	44.46662102019856	2921
r_pp_light_00096.fits	57734	60249.48222766211	2460249.482227662	NaN	NaN	0	1.332972	NaN	-11.5	15	NaN	NaN	9952274.810523974	57734	45.35535599743425	3118
r_pp_light_00097.fits	57652	60249.482482916676	2460249.4824829167	NaN	NaN	0	1.334096	NaN	-11.5	15	NaN	NaN	9569381.080798427	57652	43.525265957446805	3008
r_pp_light_00098.fits	57860	60249.482738101855	2460249.482738102	NaN	NaN	0	1.335222	NaN	-11.5	15	NaN	NaN	9860752.555394918	57860	43.34330299089727	3076
r_pp_light_00099.fits	58259	60249.482993078884	2460249.482993079	NaN	NaN	0	1.336349	NaN	-11.5	15	NaN	NaN	10204981.512550073	58259	44.634498991257566	2974
r_pp_light_00100.fits	58049	60249.483248287346	2460249.4832482873	NaN	NaN	0	1.337481	NaN	-11.5	15	NaN	NaN	9422721.806085017	58049	43.602499155690644	2961
r_pp_light_00101.fits	58840	60249.48350359965	2460249.4835035997	NaN	NaN	0	1.338616	NaN	-11.5	15	NaN	NaN	9741930.964239039	58840	42.48979591836735	2940
r_pp_light_00102.fits	58474	60249.483758854214	2460249.483758854	NaN	NaN	0	1.339753	NaN	-11.5	15	NaN	NaN	10097843.163602164	58474	42.97394247038917	2955
r_pp_light_00103.fits	58675	60249.48401471088	2460249.484014711	NaN	NaN	0	1.340896	NaN	-11.5	15	NaN	NaN	9864537.76876946	58675	44.902855267476205	3047
r_pp_light_00104.fits	57980	60249.48426986113	2460249.484269861	NaN	NaN	0	1.341987	NaN	-11.5	15	NaN	NaN	10657844.430488244	57980	45.017514314584034	2969
r_pp_light_00105.fits	58420	60249.484525995795	2460249.484525996	NaN	NaN	0	1.343136	NaN	-11.5	15	NaN	NaN	9833595.661690464	58420	44.02720637027206	3014
r_pp_light_00106.fits	59209	60249.48478144687	2460249.484781447	NaN	NaN	0	1.344284	NaN	-11.5	15	NaN	NaN	10623104.241450632	59209	43.03438113948919	3054
r_pp_light_00107.fits	58221	60249.48503756989	2460249.48503757	NaN	NaN	0	1.345439	NaN	-11.5	15	NaN	NaN	10596965.08601105	58221	42.39767054908486	3005
r_pp_light_00108.fits	58145	60249.48529356485	2460249.485293565	NaN	NaN	0	1.346596	NaN	-11.5	15	NaN	NaN	9663290.437789395	58145	40.826916638768	2987
r_pp_light_00109.fits	57842	60249.4855488427	2460249.4855488427	NaN	NaN	0	1.347753	NaN	-11.5	15	NaN	NaN	8965244.753818415	57842	41.03306613226453	2994
r_pp_light_00110.fits	58348	60249.48580414383	2460249.485804144	NaN	NaN	0	1.348913	NaN	-11.5	15	NaN	NaN	8972947.458083102	58348	42.52120141342756	2830
r_pp_light_00111.fits	58508	60249.48605944449	2460249.4860594445	NaN	NaN	0	1.350078	NaN	-11.5	15	NaN	NaN	8799455.623864401	58508	42.59394334093129	3071
r_pp_light_00112.fits	58583	60249.48631490767	2460249.4863149077	NaN	NaN	0	1.351245	NaN	-11.5	15	NaN	NaN	8917347.222578285	58583	43.01137102014295	3078
r_pp_light_00113.fits	59989	60249.48657015059	2460249.4865701506	NaN	NaN	0	1.352413	NaN	-11.5	15	NaN	NaN	9389280.52206449	59989	43.91469816272966	3048
r_pp_light_00114.fits	58159	60249.48682546336	2460249.4868254634	NaN	NaN	0	1.353585	NaN	-11.5	15	NaN	NaN	9547832.15464624	58159	42.51758460517585	3014
r_pp_light_00115.fits	57875	60249.487080555875	2460249.487080556	NaN	NaN	0	1.354756	NaN	-11.5	15	NaN	NaN	9213430.63577273	57875	42.54512276045123	3014
r_pp_light_00116.fits	59291	60249.487336400896	2460249.487336401	NaN	NaN	0	1.355938	NaN	-11.5	15	NaN	NaN	8914370.754717436	59291	41.109719934102145	3035
r_pp_light_00117.fits	58689	60249.48759237304	2460249.487592373	NaN	NaN	0	1.357065	NaN	-11.5	15	NaN	NaN	9304640.66214853	58689	43.4336485164656	3067
r_pp_light_00118.fits	58147	60249.48784811376	2460249.4878481138	NaN	NaN	0	1.358252	NaN	-11.5	15	NaN	NaN	9371406.694714379	58147	42.97577519379845	3096
r_pp_light_00119.fits	59191	60249.4881034838	2460249.488103484	NaN	NaN	0	1.359436	NaN	-11.5	15	NaN	NaN	9035169.872147696	59191	41.90446690577111	3067
r_pp_light_00120.fits	57947	60249.48835899308	2460249.488358993	NaN	NaN	0	1.360626	NaN	-11.5	15	NaN	NaN	9200252.849677347	57947	41.41012743125419	2982
r_pp_light_00121.fits	58895	60249.48861422483	2460249.488614225	NaN	NaN	0	1.361814	NaN	-11.5	15	NaN	NaN	9189311.077659426	58895	42.32135794330916	3034
r_pp_light_00122.fits	58717	60249.488869514316	2460249.4888695143	NaN	NaN	0	1.363006	NaN	-11.5	15	NaN	NaN	9219020.395019537	58717	43.06950448952444	3007
r_pp_light_00123.fits	58166	60249.489124687854	2460249.489124688	NaN	NaN	0	1.364205	NaN	-11.5	15	NaN	NaN	9276285.19763386	58166	41.92077878482712	2979
r_pp_light_00124.fits	58120	60249.4893800579	2460249.489380058	NaN	NaN	0	1.365404	NaN	-11.5	15	NaN	NaN	9659129.442190845	58120	40.49081189442031	2993
r_pp_light_00125.fits	58354	60249.48963587964	2460249.4896358796	NaN	NaN	0	1.366609	NaN	-11.6	15	NaN	NaN	9384981.625130074	58354	41.566832504145935	3015
r_pp_light_00126.fits	59618	60249.489891909994	2460249.48989191	NaN	NaN	0	1.367821	NaN	-11.6	15	NaN	NaN	9394240.580689777	59618	41.06790728044401	3063
r_pp_light_00127.fits	59399	60249.4901472223	2460249.4901472223	NaN	NaN	0	1.369028	NaN	-11.6	15	NaN	NaN	9114043.593422318	59399	40.02848722986248	3054
r_pp_light_00128.fits	58963	60249.49040339142	2460249.4904033914	NaN	NaN	0	1.370244	NaN	-11.6	15	NaN	NaN	8819883.592566378	58963	41.516582914572865	2985
r_pp_light_00129.fits	58247	60249.49065871537	2460249.4906587154	NaN	NaN	0	1.371459	NaN	-11.6	15	NaN	NaN	8832838.259754028	58247	41.508302270416806	2951
r_pp_light_00130.fits	57576	60249.49091450265	2460249.4909145026	NaN	NaN	0	1.372682	NaN	-11.6	15	NaN	NaN	8870161.548462307	57576	41.56750645994832	3096
